comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,comp_7,comp_8,comp_9,comp_10,comp_11,comp_12,comp_13,comp_14,comp_15,comp_16,comp_17,comp_18,comp_19,comp_20,comp_21,RUL,status,id,cycle
-0.18593800022821455,-0.06571326775566591,-0.06092828074192729,0.08481960593393427,-0.03330619752277447,0.08679210252884456,-0.054667996432351686,-0.08898785014833192,0.07540169553814645,0.008186835164019904,-0.025536658787709603,-0.026569100120823957,0.0795343336773899,-0.05291318799220392,0.007915353676313488,-0.0025523558513946706,2.0337645510748094e-05,1.535784727284398e-17,3.775472056629347e-17,1.5430789052349818e-17,-1.2762241671311286e-17,0.26304801670146133,RUL1,2.0,1.0
-0.2710655782229862,-0.10600879409317307,-0.11509374095429827,0.020272784520893494,-0.0494343072576444,-0.010685683426964843,0.0036825939777583535,-0.00566380915746396,-0.08639562425971337,0.032306814852337065,0.059128377318753186,-0.0012221429365565134,-0.058925635998670504,0.013134798920346987,0.015890079929047556,-0.0016797933259776819,-0.01428263773914418,2.024184459261351e-17,-2.0631631536345712e-17,-7.996278050279097e-18,1.2690526024596091e-18,0.2620041753653444,RUL1,2.0,2.0
-0.21725294738839318,-0.06503609948184115,-0.07540895893242723,0.12202032557948948,-0.08135576678348991,0.053774680168786185,-0.07390309419702643,0.014386025890867515,-0.00827112833742602,-0.1074200546548167,-0.0006724016623268321,0.005665244683063517,0.03338939257930684,-0.008227796771630293,-0.0011345715354485041,0.017626029048842487,0.012331269060479825,1.2340422887220859e-17,2.3598065146428316e-17,1.4982988164312766e-17,-9.446171341980563e-18,0.2609603340292275,RUL1,2.0,3.0
-0.3737951791517975,-0.06067499390040496,-0.14722698136866846,0.0697606308770178,0.11019318096005921,-0.01848844465443817,0.04315714708202946,-0.04388393643385719,-0.08772171348292016,-0.08540210202160016,0.035716348468731146,-0.036290053497250965,0.03046933290204974,-0.01421150322636324,0.007093235027932445,-0.006779160154631283,-0.012539120578795719,-1.6905152203106367e-18,3.2338099088042166e-17,7.89262519143323e-18,2.4978522167475825e-18,0.2599164926931106,RUL1,2.0,4.0
-0.28966885047247387,-0.1741462338185364,-0.13543353402928446,0.03181584220525102,-0.016544298712428084,0.06041040291429213,-0.025261564673298115,-0.07335689528204734,0.04784996453492302,0.14380170527033775,-0.0531786229076981,-0.03303678949441988,-0.004618447882239863,-0.03864063847248478,0.0024091839598224573,-0.007362708469485534,-0.007550225577271282,1.83931278992755e-17,3.836878494142533e-18,-1.1073108889317544e-18,-7.212608297360928e-18,0.2588726513569937,RUL1,2.0,5.0
-0.20573094878536488,-0.10534276470645207,-0.08958045125943839,0.025764320375208316,-0.07824382278851964,0.036917407978051035,-0.017393453336792056,-0.05305726997972656,0.04076334459797008,0.05009241818708596,-0.00191372196375192,0.03364750182351489,-0.08962998580561884,-0.012169141359129654,-0.018501809500378726,0.011920555199964749,0.016483392316779154,1.5996870147823324e-17,-4.091784520781339e-18,5.069870765681949e-18,-4.898877583412964e-18,0.2578288100208768,RUL1,2.0,6.0
-0.26845361787571137,-0.044311946806009105,-0.09888783893640352,0.05860620516074108,-0.007544221054551812,-0.07664258760976866,-0.007588277602878523,-0.16827716099444218,0.024040801519642132,0.011893560261395679,-0.026002679206284404,-0.017663944960516712,-0.03210276195704618,-0.003983231625816088,0.00883264087215248,0.000529743343710397,-0.04205703780682835,-5.6879731981956365e-18,1.4492385900932462e-17,-1.1470705028458093e-17,7.42174319992662e-18,0.2567849686847599,RUL1,2.0,7.0
-0.24973196177468757,-0.08856872445709972,-0.10226473487898781,0.04938705175912703,0.1299833247816156,0.11344553748361785,-0.04236092607283409,-0.11039728381843841,0.027471280513405336,0.09552944140140536,0.02851964078905156,-0.028861047886054786,-0.001812752087697427,-0.004881988782025139,-0.017866528402937086,0.007314324862002974,0.027983094317203843,1.8739575113798677e-17,1.762703798880724e-17,2.392251161373139e-17,-7.030006816274613e-18,0.25574112734864296,RUL1,2.0,8.0
-0.2123029773851569,-0.05094058629163137,-0.0781842184310532,0.1295779397699148,-0.1011901765367832,-0.10301252543210213,-0.059092635763571176,-0.01875716469446948,-0.04492850928923599,-0.08071874538885859,0.03336302993979941,0.05875791986932622,-0.013738541095830286,-0.04970920918014812,0.006540807541492852,0.003405902126229389,0.016135711242249887,-5.814232810339874e-18,-1.0913413201173415e-18,-1.213417786195932e-17,1.1201366428998233e-17,0.25469728601252606,RUL1,2.0,9.0
-0.152699248605361,-0.06156101911636989,-0.05903698461575918,0.046494734558032484,-0.12626075694472672,0.10425656906314401,-0.03973503662146287,0.045799274603280864,0.05741104647537675,0.1187154394150761,-0.0095202760573791,0.00883972775346715,-0.05360287659318153,0.013222326351049732,0.03106286851819682,0.007646227205056614,0.008291198614542921,3.746095331346744e-17,-1.996053555207712e-17,1.9200444343332328e-19,-1.6491376214388553e-17,0.25365344467640916,RUL1,2.0,10.0
